type_repas,titre,url,image,auteur,difficulte,duree,regime,likes,prep_time,cook_time,total_time,cuisson_type,contraintes,rating,votes,portions,ingredients
garnitures,Purée de châtaignes,https://www.cuisine-libre.org/puree-de-chataignes,https://www.cuisine-libre.org/local/cache-gd2/09/7d9935164358598e699d45d5ac2c61.jpg?1644797952,Yves Huot-Marchand,,Durée totale :1 h 10,Végétarien,,30 min,40 min,PT1H10M,Bouilli,"Sans viande, Sans œuf, Sans gluten",,,4,1 kg de châtaignes fraîches | lait | sel et poivre
garnitures,Rösti au céleri rave,https://www.cuisine-libre.org/rosti-au-celeri-rave,https://www.cuisine-libre.org/local/cache-gd2/fd/c06d814bf5e62c9f57c3bb22253212.jpg?1644794511,Romy,,Durée totale :40 min,Végétarien,4,15 min,25 min,PT40M,Four,"Sans viande, Sans œuf, Sans gluten",5.00,4,4,"400 g de pommes de terre farineuses | 200 g de céleri rave | 1 verre d’eau | sel, poivre | 60 g de comté râpé (facultatif)"
garnitures,Chou en sauce cheddar,https://www.cuisine-libre.org/chou-en-sauce-cheddar,https://www.cuisine-libre.org/local/cache-gd2/4a/f987eb71b24726879517b74cbcc1bd.jpg?1644794505,Metropolitan Cookbook,,Durée totale :35 min,Végétarien,,15 min,20 min,PT35M,Sauté,"Sans viande, Sans œuf, Sans gluten",,,6,1 grosse tête de chou ferme | ¼ tasse de beurre (ou margarine) fondu | ¼ tasse de farine | 1 c. à café de sel | quelques grains de poivre | 2 tasses de lait | 1½ tasse de fromage cheddar fort râpé
garnitures,Gratin de chou rouge aux marrons et aux  (...),https://www.cuisine-libre.org/gratin-de-chou-rouge-aux-marrons-et-aux,https://www.cuisine-libre.org/local/cache-gd2/13/dc9b2d347e96ff1c43617bd90f2ea4.jpg?1644797444,Ja6,,Durée totale :1 h 45,Non végétarien,1,15 min,30 min,PT1H45M,Four,Sans œuf,5.00,1,6,"1 chou rouge | 3 tranches fines de jambon fumé | 6 tranches de lard de poitrine ½ sel | 1 boite de marrons entiers au naturel | 10 cl de vin blanc | 2 pommes Reinettes | 2 oignons doux | 1 citron | 100 g de beurre | chapelure | sel, poivre"
garnitures,Purée blanche au bleu,https://www.cuisine-libre.org/puree-blanche-au-bleu,https://www.cuisine-libre.org/local/cache-gd2/af/d36260a777f3df99a80957748f4f27.jpg?1644794810,,,Durée totale :50 min,Végétarien,,10 min,40 min,PT50M,Bouilli,"Sans viande, Sans œuf, Sans gluten",,,,"1 céleri rave | 1½ son poids en pommes de terre | bouillon de légumes | sel, poivre | 1 noix de beurre | 35-40 g (selon le goût) de fromage de brebis (bleu, roquefort ou autre) | 35-40 cl de crème fraîche"
garnitures,Pommes de terre rôties aux épices,https://www.cuisine-libre.org/pommes-de-terre-roties-aux-epices,https://www.cuisine-libre.org/local/cache-gd2/5b/99926f9d7a9228f0ca88a9583772e5.jpg?1644804593,valivalou,,Durée totale :1 h 05,Végétalien (vegan),2,20 min,45 min,PT1H5M,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,2,6,"6 grosses pommes de terre | cumin, paprika fumé, coriandre moulue | herbes de provence | huile d’olive"
garnitures,Mâtouille,https://www.cuisine-libre.org/matouille,https://www.cuisine-libre.org/local/cache-gd2/74/07abc159db1e101da07abc6a43efe3.jpg?1644794504,Ja6,,Durée totale :1 h,Végétarien,1,20 min,40 min,PT1H,,"Sans viande, Sans œuf, Sans gluten",5.00,1,6,2 Kg de pommes de terre | 500 g de tomme de Savoie à 40% | 200 g de beurre | 1 oignon | 50 cl d’eau ou mieux : de roussette de Savoie | Sel & Poivre
garnitures,Poulet à la moutarde et rösti,https://www.cuisine-libre.org/poulet-a-la-moutarde-et-rosti,https://www.cuisine-libre.org/local/cache-gd2/28/bf66564e01b168be978888e37aba33.jpg?1644794885,Licence Géographie,,Durée totale :1 h 20,Non végétarien,2,20 min,1 h,PT1H20M,Sauté,Sans œuf,5.00,2,2,2 filets de poulet | ½ échalote | ½ pot (20 cl) de crème fraîche épaisse | 1 c. à soupe de moutarde forte | 10 g de beurre | ½ c. à soupe d’huile végétale | Pour le rösti | ½ kg de pomme de terre crues | ½ c. à soupe de sel | 1 c. à soupe de matière grasse | sel
garnitures,Stoemp au chou vert,https://www.cuisine-libre.org/stoemp-au-chou-vert,https://www.cuisine-libre.org/local/cache-gd2/e1/85a3bcdbc22baf2b70067eab1ded53.jpg?1644794406,Romy,,Durée totale :50 min,Végétarien,25,30 min,20 min,PT50M,Bouilli,"Sans viande, Sans œuf, Sans gluten",5.00,25,8,1 petit chou vert | 1 kg de pommes de terre farineuses (Bintjes) | 60 g de beurre | sel et poivre
garnitures,Purée de potiron au persil,https://www.cuisine-libre.org/puree-de-potiron-au-persil,https://www.cuisine-libre.org/local/cache-gd2/1b/86c8fa128bc14b892e50299569ca4b.jpg?1644795497,Ja6,,Durée totale :35 min,Végétarien,4,20 min,15 min,PT35M,Bouilli,"Sans viande, Sans œuf, Sans gluten",5.00,4,1,100 g de potiron pelé(ou 65 g de potiron et 35 g dePdeT) | 1 cuillère à soupe de crème fraîche | 1/2 cuillère à café de jus de citron | 1 brin de persil
garnitures,Confit d’endives aux pommes,https://www.cuisine-libre.org/confit-d-endives-aux-pommes,https://www.cuisine-libre.org/local/cache-gd2/8d/5596eb8c1b49a990a6fa09b97c8375.jpg?1644794595,annie,,Durée totale :50 min,Végétarien,,15 min,35 min,PT50M,,"Sans viande, Sans œuf",,,4,"1 kg d’endives | 4 ou 5 pommes | 4 spéculoos | sel, poivre | une noisette de beurre"
garnitures,Petits pois à la nantaise,https://www.cuisine-libre.org/petits-pois-a-la-nantaise,https://www.cuisine-libre.org/local/cache-gd2/3d/d238cbe8676a5891cd7e3dc31a2796.jpg?1644796250,Yves Huot-Marchand,,Durée totale :55 min,Végétarien,1,20 min,35 min,PT55M,Mijoté,"Sans viande, Sans œuf, Sans gluten",5.00,1,4,1 kg de petits pois frais | 12 petits oignons blancs | 40 g de beurre | 2 tomates | 1 bouquet garni | persil plat | sel et poivre
garnitures,Patates rôties au paprika (potatoes),https://www.cuisine-libre.org/patates-roties-au-paprika,https://www.cuisine-libre.org/local/cache-gd2/d6/04bb45b9eed1b8c08b3e4538f17d4c.jpg?1644794501,Romy,Facile !,Durée totale :1 h,Végétalien (vegan),23,15 min,45 min,PT1H,Four,"Sans viande, Sans œuf, Sans lactose",5.00,23,4,1 kg de petites pommes de terre nouvelles | 2 ou 3 c. soupe d’huile (tournesol) | 2 c. soupe de paprika | 1 c. soupe d’origan séché
garnitures,Yuca frit au four,https://www.cuisine-libre.org/yuca-frit-au-four,https://www.cuisine-libre.org/local/cache-gd2/e6/6f57bc5644bc4b8ed90b3c4d5aaa19.jpg?1644867711,USDA,,Durée totale :55 min,Végétalien (vegan),1,10 min,45 min,PT55M,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,1,6,1 livre (450 g) de yuca (manioc) frais ou congelé | huile de cuisson en spray[*]
garnitures,Galettes aux navets,https://www.cuisine-libre.org/galettes-aux-navets,https://www.cuisine-libre.org/local/cache-gd2/21/aff3d0dc04167ab109fafb1550597c.jpg?1644794491,Ja6,,Durée totale :26 min,Végétarien,3,20 min,6 min,PT26M,,Sans viande,5.00,3,4,450 g de navets | 1 oignon | 5 œufs | 1 c. à café bombée de paprika en poudre | 1 gousse de vanille fendue et grattée | 2 c. à soupe de farine | 100 g de parmesan râpé | 20 g de noix de macadamia concassées | 3 c. à soupe d’huile d’olive | Sel & poivre
garnitures,Coquillettes à la crème,https://www.cuisine-libre.org/coquillettes-a-la-creme,https://www.cuisine-libre.org/local/cache-gd2/1a/b663adad0b808dccd0636af3b36a17.jpg?1644799951,Fanny,,Durée totale :50 min,Non végétarien,17,20 min,30 min,PT50M,Bouilli,Sans œuf,5.00,17,,6 cuillères de fond de veau | 20 cl de crème liquide | 250 g de coquillettes | 200 g de lardons fumés | 200 g de champignons de paris
garnitures,Haricots verts à la tomate,https://www.cuisine-libre.org/haricots-verts-a-la-tomate,https://www.cuisine-libre.org/local/cache-gd2/28/cd990344deb097f7e94c658371989e.jpg?1644794707,,,Durée totale :50 min,Végétalien (vegan),9,20 min,30 min,PT50M,Mijoté,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,9,4,"800 g de haricots verts frais | 300 g de pulpe de tomate ou 2 tomates pelées et épépinées | 1 oignon | 1 gousse d’ail | 1 brin de persil ou de basilic frais | 3 c. soupe d’huile d’olive | sel, poivre"
garnitures,Compotée de chou rouge aux pruneaux,https://www.cuisine-libre.org/compotee-de-chou-rouge-aux-pruneaux,https://www.cuisine-libre.org/local/cache-gd2/23/546a02bbc95d0f24ada901cda84d39.jpg?1644797444,AMAP Saint-Egrève,,Durée totale :1 h 10,Végétarien,13,20 min,50 min,PT1H10M,Mijoté,"Sans viande, Sans œuf, Sans gluten",5.00,13,4,750 g de choux rouge | 250 g de pruneaux (facultatif) | 1 oignon | 30 g de beurre | 4 cl de vinaigre de cidre | 1 cuillère à soupe de miel (ou plus si on aime les saveurs sucrés-salés) | pineau des charentes
garnitures,Purée de carottes et navets,https://www.cuisine-libre.org/puree-de-carottes-et-navets,https://www.cuisine-libre.org/local/cache-gd2/7c/14c1202a15241ffeebf7c70c18395a.jpg?1644794490,,Facile !,Durée totale :55 min,Végétarien,7,20 min,35 min,PT55M,Vapeur,"Sans viande, Sans œuf",5.00,7,6,"3 carottes émincées | 2 navets en morceaux | 1 pomme de terre en quartiers | sel, poivre | 2 c. soupe de beurre | 3 c. soupe de crème à 15% ou de yaourt"
garnitures,Guermillouse de topinambours,https://www.cuisine-libre.org/guermillouse-de-topinambours,https://www.cuisine-libre.org/local/cache-gd2/e8/633f4a7423c87be28642dd0ae860a8.jpg?1644795357,Ja6,,Durée totale :1 h 15,Végétarien,2,15 min,1 h,PT1H15M,Bouilli,"Sans viande, Sans œuf, Sans gluten",5.00,2,4,"10 topinambours | 100 g de crème fraîche | 4 cuillères de vinaigre | persil haché | sel, poivre"
garnitures,Frites de patate douce (kumara chips),https://www.cuisine-libre.org/frites-de-patate-douce,https://www.cuisine-libre.org/local/cache-gd2/ed/b29393f4565f578ec465be0c71297f.jpg?1644794532,,Facile !,Durée totale :1 h,Végétalien (vegan),3,20 min,40 min,PT1H,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,3,2,1 grosse patate douce | 2 c. à soupe d’huile d’olive | sel
garnitures,Compote de pommes au curry,https://www.cuisine-libre.org/compotee-de-pommes-au-curry,https://www.cuisine-libre.org/local/cache-gd2/58/9e76b3647c99b196760b13f4f2ca8b.jpg?1644795945,,,Durée totale :9 h,Végétarien,,15 min,9 h,PT9H15M,Mijoté,"Sans viande, Sans œuf",,,4,5 à 6 grosses pommes | 2 c. soupe de curry doux | 1 c. soupe de jus de citron | 1 c. café de quatre-épices | 1 c. café de poudre de piment
garnitures,Fenouil confit aux épices,https://www.cuisine-libre.org/fenouil-confit-aux-epices,https://www.cuisine-libre.org/local/cache-gd2/f0/a91fc3295afec81bd91697960e2535.jpg?1644794531,,,Durée totale :40 min,Végétarien,7,10 min,30 min,PT40M,Mijoté,"Sans viande, Sans œuf, Sans lactose",5.00,7,4,2 bulbes de fenouil | 1 bonne c. à soupe de miel | 1 c. à café de cannelle | 1 c. à café de gingembre | 1/2 c. à café de 4 épices | 2 c. à soupe d’huile d’olive | sel et poivre
garnitures,Mini burger végétal de haricots tarbais,https://www.cuisine-libre.org/mini-burger-vegetal-de-haricots-tarbais,https://www.cuisine-libre.org/local/cache-gd2/8d/c93db079702add2d5063e51386217b.jpg?1644794343,"Edda, Haricot Tarbais",,Durée totale :30 min,Végétalien (vegan),,10 min,20 min,PT30M,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",,,6,"450 g de haricots tarbais cuits | 100 g de petits pois frais ou congelés | 1 échalote moyenne | Epices : coriandre en poudre, cumin en poudre, gingembre en poudre, noix de muscade | quelques feuilles de persil | huile d’olive vierge extra | sel et poivre"
garnitures,Purée de panais,https://www.cuisine-libre.org/puree-de-panais,https://www.cuisine-libre.org/local/cache-gd2/d4/268d30c6c8c0394a1be20a3ef297ff.jpg?1644799141,Matt Kantor,,Durée totale :50 min,Végétarien,,10 min,30 min,PT50M,Bouilli,"Sans viande, Sans œuf, Sans gluten",,,2,"1 lb (450 g) de panais pelés | 1 lb (450 g) de pommes de terre blanches | 4 cuillères à soupe de beurre | ¼ tasse (65 ml) de crème épaisse | 1 gallon (375 cl) d’eau froide | sel, au besoin"
garnitures,Ecrasé de patate douce aux noisettes,https://www.cuisine-libre.org/ecrase-de-patate-douce-aux-noisettes,https://www.cuisine-libre.org/local/cache-gd2/82/992b268eeca5ee3e0af86e8a337060.jpg?1644794533,Petite Tin,,Durée totale :1 h 05,Végétalien (vegan),19,30 min,35 min,PT1H5M,,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,19,3,1 grosse patate douce | 60 g de noisettes en poudre | 1 cuillère à soupe d’huile d’olive | sel et poivre au goût
garnitures,Purée de racines de persil aux girolles,https://www.cuisine-libre.org/puree-de-racines-de-persil-aux-girolles,https://www.cuisine-libre.org/local/cache-gd2/19/afb04f5168cd2b762761b208be1411.jpg?1644794420,Delphine H.,,Durée totale :30 min,Végétarien,,10 min,20 min,PT30M,Bouilli,"Sans viande, Sans œuf, Sans gluten",,,4,4 racines de persil tubéreux (de taille moyenne) | 10 girolles | bouillon de légumes | ricotta | ail | huile d’olive | paprika | muscade | sel & poivre
garnitures,Frites d’igname,https://www.cuisine-libre.org/frites-d-igname,https://www.cuisine-libre.org/local/cache-gd2/8a/d0cfc192943d78bf4187fa2fc17b67.jpg?1644794494,,,Durée totale :35 min,Végétalien (vegan),23,15 min,20 min,PT35M,Friture,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,23,2,1 igname de 500 g[*] | huile de friture | sel fin
garnitures,Boulettes de carnaval (pelotas de carnaval),https://www.cuisine-libre.org/boulettes-de-carnaval-pelotas-de-carnaval,https://www.cuisine-libre.org/local/cache-gd2/62/2bb599f12f598c922fab32a9e700f7.jpg?1644794233,,,Durée totale :45 min,Non végétarien,,30 min,15 min,PT45M,Bouilli,,,,6,300 g de pain sec | 50 g de jambon ibérique | 50 g de saucisselonganiza de Aragon | 50 g dequeso de Tronchón(ou tomme de chèvre ou brebis) râpé | 2 œufs | 1 litre de bouillon de poulet fait maison | huile d’olive
garnitures,Endives de Flandre,https://www.cuisine-libre.org/endives-de-flandre,https://www.cuisine-libre.org/local/cache-gd2/55/071fb1faf956b1a30c9186a3111868.jpg?1644796813,Ja6,,Durée totale :1 h 10,Végétarien,,15 min,40 min,PT1H10M,Mijoté,"Sans viande, Sans œuf, Sans gluten",,,,"1 Kg d’endives | 100 g de beurre | 1,5 citrons | 2 c. à soupe de sucre roux (cassonade) | Sel & Poivre"
garnitures,Saumon et compotée de tomates cerises,https://www.cuisine-libre.org/saumon-et-compotee-de-tomates-cerises,https://www.cuisine-libre.org/local/cache-gd2/a0/717e3a49c2ab314e5cfde9600c8883.jpg?1644794490,Bernard Marcel,,Durée totale :40 min,Non végétarien,17,20 min,20 min,PT40M,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,17,4,4 pavés de saumon | 250 grammes de tomates cerises | 1 c. à café de sucre en poudre | 2 oignons | 1 gousse d’ail | branches de romarin | huile d’olive | sel et poivre
garnitures,Carottes grand’mère à la crème de cerfeuil,https://www.cuisine-libre.org/carottes-grand-mere-a-la-creme-de-cerfeuil,https://www.cuisine-libre.org/local/cache-gd2/ce/d33fb5a41abe7d371adb57fdb3d125.jpg?1644797843,Romy,,Durée totale :1 h,Végétarien,24,20 min,40 min,PT1H,Mijoté,"Sans viande, Sans gluten",4.67,24,4,"1 kg de carottes | 2 échalotes | 1 gousse d’ail | 1 yaourt | 1 c.café de moutarde | plusieurs brins de cerfeuil | sel, poivre"
garnitures,Fagots de haricots au lard,https://www.cuisine-libre.org/fagots-de-haricots-au-lard,https://www.cuisine-libre.org/local/cache-gd2/35/5eda11cec71812346346fd61808db0.jpg?1644794694,,,Durée totale :35 min,Non végétarien,,20 min,15 min,PT35M,Vapeur,"Sans œuf, Sans gluten",,,8,"400 g de haricots verts fins frais | 8 tranches fines de poitrine de porc fumée | sel, poivre du moulin"
garnitures,Boulettes de pommes de terre panées,https://www.cuisine-libre.org/boulettes-de-pommes-de-terre-panees,https://www.cuisine-libre.org/local/cache-gd2/5b/99926f9d7a9228f0ca88a9583772e5.jpg?1644804593,devnewton,,,Végétarien,1,?,,,Bouilli,"Sans viande, Sans lactose",5.00,1,2,"3 pommes de terre (ou potatines, comme on doit certainement les appeler à Toulouse) | 1 œuf | du pain sec ou de la chapelure toute prête | des herbes (origan et thym par exemple)"
garnitures,Endives à la crème,https://www.cuisine-libre.org/endives-a-la-creme,https://www.cuisine-libre.org/local/cache-gd2/74/a83fd3c2998e9513ee2593974659de.jpg?1644794627,Ja6,,Durée totale :40 min,Végétarien,,15 min,25 min,PT40M,,"Sans viande, Sans œuf, Sans gluten",,,3,"500 g d’endives | 10 cl de crème fraîche liquide | 1 c. à soupe (1,5 cl) de rhum ambré | 1 c. a soupe de jus de citron | 1 c. à café (5 g) de sucre semoule | 2 pincées de clou de girofle en poudre | 2 pincées de noix de muscade râpée | 1 noix (± 15 g) de beurre | Sel & Poivre"
garnitures,Salsifis sautés au beurre,https://www.cuisine-libre.org/salsifis-sautes-au-beurre,https://www.cuisine-libre.org/local/cache-gd2/14/9ffaf2a96b197c7748ad2142549fbb.jpg?1644796772,Ja6,,Durée totale :1 h,Végétarien,,20 min,40 min,PT1H,Bouilli,"Sans viande, Sans œuf, Sans gluten",,,4,1 kg de salsifis | 1 citron | 3 cuillères à soupe de vinaigre d’alcool | 125 g de beurre | persil | muscade | sel & poivre
garnitures,Scorsonères au beurre et au citron,https://www.cuisine-libre.org/scorsoneres-au-beurre-et-au-citron,https://www.cuisine-libre.org/local/cache-gd2/30/80618e7a40bc628bd6c40bcb160b6f.jpg?1644797485,Le Goût des Plantes,,,Végétarien,,?,,,Sauté,"Sans viande, Sans œuf, Sans gluten",,,4,"1 kg de scorsonères[1] | beurre | 1 citron | sel, poivre"
garnitures,Purée de pomme de terre à la bière,https://www.cuisine-libre.org/pomme-de-terres-a-la-biere,https://www.cuisine-libre.org/local/cache-gd2/f7/fe920d41381ac32ac8269446d9c4a9.jpg?1644794488,Maïeul,,Durée totale :30 min,Végétarien,10,15 min,15 min,PT30M,Bouilli,"Sans viande, Sans œuf, Sans gluten",5.00,10,1,3 pommes de terre cuites à l’eau | 1 oignon | 15 cl de bière | beurre
garnitures,Saumon à la choucroute,https://www.cuisine-libre.org/saumon-a-la-choucroute,https://www.cuisine-libre.org/local/cache-gd2/3c/1327c0d18735a1b51b6615ffe8fc3e.jpg?1644794462,Pépin,,Durée totale :45 min,Non végétarien,2,15 min,30 min,PT45M,,Sans viande,5.00,2,4,4 filets de saumon congelé de 125 g | 800 g de choucroute cuite et cuisinée | 800 g de pomme de terre | 4 brins de thym | huile | poivre du moulin | Pour la sauce | 1 yaourt nature | 1 c. café de moutarde à l’ancienne | cumin en poudre | poivre blanc | sel
